rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,sex,blood-pressure
rec-2346-org,female,rachel,caruana,2614,perth,07 0584 0707,2486 7851 8070 5564,59497.47,70,132478.6,103,f,72.741
rec-2347-dup-0,,keahley,allcrovt,2992,melbourne,,01964067 8175 2099,76453.16,27,151670.6,99,f,76.601
rec-2347-org,male,keahley,allcroft,2902,melbourne,03 2347 6550,0196 4067 8175 2099,76453.16,27,151670.6,99,f,76.601
rec-2348-org,male,chelsea,papazafiropoulos,2615,sydney,04 9707 4185,2899 0711 4088 6099,38359.49,3,114600.1,59,f,77.026
rec-2349-dup-0,female,schkira,walpol,26o2,,08 0599 4425,4761 9787 7015 2719,86542.98,19,51906.5,7,na,69.874
rec-2349-org,female,schkirra,walpole,2602,brisbane,08 0599 4425,4761 9787 7015 2719,86542.98,19,51906.5,70,na,69.874
rec-2350-org,female,charlize,theodore,2615,brisbane,07 2869 4334,0542 6901 0161 8920,65942.22,108,147512.3,81,na,79.313
rec-2351-dup-0,female,alisia,bellxambers,26o5,perth,,9912 8189 7428 9893,72517.75,78,28887.4,4,m,72.316
rec-2351-dup-1,female,alisia,bellcambers,2605,perth,,9912 189 7428 9893,72517.75,78,28887.4,58,m,72.316
rec-2351-dup-2,female,alikia,belchambers,2604,perth,,9912 8189 7428 9893,72517.75,78,28887.4,84,m,72.316
rec-2351-org,female,alicia,bellchambers,2605,perth,07 7142 4382,9912 8189 7428 9893,72517.75,78,28887.4,48,m,72.316
rec-2352-dup-0,female,jayme,maahtinello,2901,,,5866 782 7955 8528,68413.51,55,53742.9,108,m,76.551
rec-2352-org,female,jayme,martinello,2902,brisbane,03 1572 7015,5866 7482 7955 8528,68413.51,55,53742.9,108,m,76.551
rec-2353-org,female,ellen,butt,2615,hobart,03 3698 4680,3112 1552 0218 9679,27955.43,75,34097.3,22,m,78.430
rec-2354-org,female,teileah,hammill,2913,perth,07 1121 5978,6358 0100 3032 4596,59398.81,117,125007.4,39,na,78.037
rec-2355-org,male,paige,allsopp,2617,sydney,04 4205 8656,3166 9355 0287 8852,47232.99,65,39153.0,42,na,78.050
rec-2356-dup-0,,dimara,simmonds,2603,pert,03 0164 0944,0019 2645 7306 08317,65922.67,47,44352.0,87,f,80.741
rec-2356-dup-1,,dimara,simmonts,2602,perth,03 0164 0944,0019 2645 7306 09317,65922.67,47,44352.0,78,f,80.741
rec-2356-dup-2,,t:mara,jimmonds,2602,0erth,,0019 2645 7306 0317,65922.67,47,44352.0,87,f,80.741
rec-2356-org,male,timara,simmonds,2602,perth,03 0164 0944,0019 2645 7306 0317,65922.67,47,44352.0,87,f,80.741
rec-2357-org,male,samantha,berry,2611,canberra,08 2644 0476,7794 7016 0369 7939,78045.99,37,135357.4,88,na,72.905
rec-2358-dup-0,,grasie,reit,2613,melbourne,,9379 7122 6208 7491,72085.48,91,30662.4,94,f,80.470
rec-2358-dup-1,male,grcie,reid,2613,melbourne,,9379 71223 6208 7491,72085.48,91,30662.4,64,f,80.470
rec-2358-dup-2,,kracie,reud,2614,melbourne,,9379 7122 6208 7491,72085.48,91,30662.4,4,f,80.470
rec-2358-org,male,gracie,reid,2614,melbourne,03 4512 9331,9379 7122 6208 7491,72085.48,91,30662.4,94,f,80.470
rec-2359-org,male,brooklyn,fenwick,2617,melbourne,08 2628 3764,6426 4414 9887 0648,24366.82,31,42868.4,95,f,71.997
rec-2360-dup-0,,zara,ferris,291w,perth,,4999 3424 4826 767,68177.37,84,65971.9,52,f,81.138
rec-2360-dup-1,male,zara,verris,2913,perth,,4999 34624 4826 0767,68177.37,84,65971.9,72,f,81.138
rec-2360-dup-2,male,zara,feris,29q3,perth,,4999 424 4826 0767,68177.37,84,65971.9,52,f,81.138
rec-2360-org,male,sara,ferris,2913,perth,02 4482 2526,4999 3424 4826 0767,68177.37,84,65971.9,52,f,81.138
rec-2361-dup-0,female,khelsea,boas,q607,sydney,,6864 6104 1984 7970,42553.08,15,39856.0,35,f,80.084
rec-2361-dup-1,female,chelstea,boaze,2y07,sydney,,6864 104 1984 7970,42553.08,15,39856.0,53,f,80.084
rec-2361-org,female,chelsea,boase,2607,sydney,08 1483 4159,6864 6104 1984 7970,42553.08,15,39856.0,53,f,80.084
rec-2362-dup-0,,alexantra,batker,missing,melbourne,08 6008 5297,1382 6806 0417 0461,72171.91,68,84273.3,016,na,71.888
rec-2362-dup-1,male,aleandra,badgeah,290e,melbouene,08 6008 5297,1382 6806 0417 0461,72171.91,68,84273.3,016,na,71.888
rec-2362-dup-2,male,alexandra,badger,29o3,melb0urne,,1382 6806 0417 0461 ,72171.91,68,84273.3,1506,na,71.888
rec-2362-org,male,alexandra,badger,2903,melbourne,08 6008 5297,1382 6806 0417 0461,72171.91,68,84273.3,106,na,71.888
rec-2363-org,female,corie,green,2607,sydney,04 5317 3993,4600 3638 4749 0888,81452.37,26,99817.5,95,f,78.686
rec-2364-org,female,alana,campbell,2602,perth,04 9830 8242,6053 5798 9550 2127,69975.81,30,53175.3,98,f,77.613
rec-2365-org,male,tiana,ryan,2615,sydney,07 8856 5515,7834 9735 8515 6222,59063.16,37,28772.5,28,f,77.284
rec-2366-org,male,nikita,worsley,2902,melbourne,03 6690 4324,7344 5610 9073 4408,27724.28,113,88302.6,69,f,76.702
rec-2367-dup-0,,sanaye,eti,missing,sydjey,07 5283 8544,0078 8141 3548 0166,82760.26,106,41764.7,17,f,72.986
rec-2367-org,male,shanaye,edi,2905,sydney,07 5283 8544,0078 8141 3548 0166,82760.26,106,41764.7,17,f,72.986
rec-2368-dup-0,,sascha,pascoe,290r,canberta,,4522 25506 0065 4225,39794.81,63,182224.8,61,f,72.979
rec-2368-org,female,sascha,pascoe,2905,canberra,03 4365 7843,4522 5506 0065 4225,39794.81,63,182224.8,61,f,72.979
rec-2369-dup-0,,ckatelyn,cambell,26q5,sydney,07 4483 6946,8914 579 1331 6349,32176.76,42,79714.9,15,na,83.107
rec-2369-dup-1,,katelyn,campbeli,2615,sydnejy,,8914 5796 331 6349,32176.76,42,79714.9,15,na,83.107
rec-2369-org,male,katelyn,campbell,2615,sydney,07 4483 6946,8914 5796 1331 6349,32176.76,42,79714.9,15,na,83.107
rec-2370-dup-0,,alystsa,dixon,missing,zydney,,8101 8174 2343 0605,48555.45,113,102839.7,35,na,73.405
rec-2370-org,female,alyssa,dixon,2612,sydney,08 6107 6394,8101 8174 2343 0605,48555.45,113,102839.7,35,na,73.405
rec-2371-dup-0,,tiz,melin,2i06,obart,,4068 9010 5882 4018,40037.61,25,202370.5,74,f,79.450
rec-2371-dup-1,female,tia,melih,290t,hobart,,4068 9010 58842 4018,40037.61,25,202370.5,47,f,79.450
rec-2371-org,female,tia,melin,2906,hobart,04 7750 4321,4068 9010 5882 4018,40037.61,25,202370.5,74,f,79.450
rec-2372-dup-0,,tabita,mitigas,290t,sydney,,66581 9226 5989 6457,33442.06,83,44472.9,27,na,79.963
rec-2372-dup-1,male,tabita,midigas,2906,sydney,,6581 92260 5989 6457,33442.06,83,44472.9,27,na,79.963
rec-2372-org,male,tabitha,mitigas,2905,sydney,08 5835 4478,6581 9226 5989 6457,33442.06,83,44472.9,27,na,79.963
rec-2373-dup-0,,epony,riean,2904,melbourne,,1130 64848 3694 1630,55780.14,13,39462.4,83,m,73.710
rec-2373-dup-1,male,eobny,riean,2904,melboure,04 6661 7635,1130 6488 36941630,55780.14,13,39462.4,8,m,73.710
rec-2373-org,male,ebony,ryan,2904,melbourne,04 6661 7635,1130 6488 3694 1630,55780.14,13,39462.4,83,m,73.710
rec-2374-dup-0,male,kassandra,croch,2612,melbourn,,9692 81649036 9213,59061.36,109,18831.0,37,f,67.510
rec-2374-org,male,cassandra,crouch,2612,melbourne,02 8524 7704,9692 8164 9036 9213,59061.36,109,18831.0,37,f,67.510
rec-2375-dup-0,,drinity,bycroft,2617,melpourne,,147 9560 3068 2797,7593.94,106,83695.3,108,m,71.307
rec-2375-dup-1,male,drinity,bycrofd,missing,melbourne,,0147 9560 3068 2797,7593.94,106,83695.3,018,m,71.307
rec-2375-dup-2,,trimity,bykroft,2617,melbourbe,07 6268 8730,0147 9560 3068 22797,7593.94,106,83695.3,108,m,71.307
rec-2375-org,male,trinity,bycroft,2617,melbourne,07 6268 8730,0147 9560 3068 2797,7593.94,106,83695.3,108,m,71.307
rec-2376-org,female,michaela,jinks,2913,canberra,08 1347 5932,7312 6971 1048 2756,59539.02,61,48932.6,98,f,74.840
rec-2377-dup-0,male,cloe,kulin,290w,meobourne,04 0127 2902,5738 78697 7342 3870,58935.67,44,27359.2,26,f,77.497
rec-2377-org,male,chloe,gulin,2903,melbourne,04 0127 2902,5738 7869 7342 3870,58935.67,44,27359.2,26,f,77.497
rec-2378-dup-0,,lany,oi,26p3,sydny,04 0921 5305,7799 14008 7363 0921,69246.57,12,78021.9,83,na,77.248
rec-2378-dup-1,,lany,oy,2603,sydney,,7799 1400 763 0921,69246.57,12,78021.9,83,na,77.248
rec-2378-org,female,lani,oi,2603,sydney,04 0921 5305,7799 1400 7363 0921,69246.57,12,78021.9,83,na,77.248
rec-2379-org,female,alicia,sztolc,2615,brisbane,02 9773 2567,2983 0140 1564 0759,52821.91,94,88514.9,102,f,77.335
rec-2380-dup-0,,leab,nanniny,260y,perth,04 4174 8450,8429 8406 2443 1467,69254.85,25,89863.7,2,m,71.455
rec-2380-dup-1,,leab,nanini,260u,perth,04 4174 8450,8429 8406 2443 167,69254.85,25,89863.7,29,m,71.455
rec-2380-org,female,leah,nannini,2607,perth,04 4174 8450,8429 8406 2443 1467,69254.85,25,89863.7,29,m,71.455
rec-2381-org,male,georgia,green,2600,sydney,07 7899 3459,1307 5790 6150 7526,58435.86,20,6037.7,48,na,72.612
rec-2382-dup-0,,april,tietrich,2607,melbouerne,,5009 5859 3856 3341,60789.11,12,50873.9,904,m,78.476
rec-2382-dup-1,,april,dietrikh,260y,melborne,,5009 5859 3856 3341,60789.11,12,50873.9,90,m,78.476
rec-2382-dup-2,,apnl,dietrich,2608,melbouahne,02 6474 7774,5009 589 3856 3341,60789.11,12,50873.9,90,m,78.476
rec-2382-org,male,april,dietrich,2607,melbourne,02 6474 7774,5009 5859 3856 3341,60789.11,12,50873.9,90,m,78.476
rec-2383-dup-0,,ckatelyn,hope,2615,,,2391 9146 0322 237,23476.92,35,82519.9,64,f,70.982
rec-2383-dup-1,female,kadelyn,hope,2625,sydny,,2391 91464 0322 2317,23476.92,35,82519.9,64,f,70.982
rec-2383-org,female,katelyn,hope,2615,sydney,08 9177 6751,2391 9146 0322 2317,23476.92,35,82519.9,64,f,70.982
rec-2384-dup-0,male,eimily,reit,2614,,,4836 4309 32814 7099,87044.50,47,38060.5,101,na,76.318
rec-2384-org,male,emiily,reid,2614,perth,03 2225 2083,4836 4309 3814 7099,87044.50,47,38060.5,101,na,76.318
rec-2385-org,male,hayley,boss,2612,perth,03 5981 5323,7367 7298 9720 3975,51486.11,57,86858.5,19,na,71.821
rec-2386-dup-0,,annabel,conrick,2616,sydjey,,7784 71902 6121 4840,41930.03,14,135028.7,69,f,76.862
rec-2386-dup-1,,anabel,conrick,w617,sydney,,7784 7190 611 4840,41930.03,14,135028.7,69,f,76.862
rec-2386-dup-2,male,annzbel,konrick,2617,zydney,,7784 7190 6121 4840,41930.03,14,135028.7,96,f,76.862
rec-2386-org,male,annabel,conrick,2617,sydney,08 2587 6456,7784 7190 6121 4840,41930.03,14,135028.7,69,f,76.862
rec-2387-org,male,alana,brentnall,2617,sydney,08 8953 0632,5888 7451 7743 1494,26072.27,38,49934.6,89,m,76.517
rec-2388-dup-0,,mondanna,rutd,2600,sydney,,2746 1407 7921 17176,55363.03,44,108379.5,53,f,75.504
rec-2388-org,male,montanna,rudd,2600,sydney,02 4062 1686,2746 1407 7921 1716,55363.03,44,108379.5,53,f,75.504
rec-2389-dup-0,male,alexandra,fenwick,29q4,,,4600 9976 654 5785,69335.93,17,22231.5,236,m,70.000
rec-2389-org,male,alexandra,fenwick,2914,sydney,07 7574 0580,4600 9976 6954 5785,69335.93,17,22231.5,36,m,70.000
rec-2390-dup-0,,bethany,budeah,2615,sytney,,3913 2721 94079 5161,55170.69,92,14894.0,97,f,76.824
rec-2390-dup-1,female,betany,puder,2615,sydney,,3913 721 9079 5161,55170.69,92,14894.0,94,f,76.824
rec-2390-dup-2,female,bethani,bider,26q5,sudney,,3913 2721 9079 5161,55170.69,92,14894.0,97,f,76.824
rec-2390-org,female,bethany,buder,2615,sydney,03 6926 1307,3913 2721 9079 5161,55170.69,92,14894.0,97,f,76.824
rec-2391-dup-0,,miknaili,arvanitackis,2902,sydneoy,02 1619 5370,1202 7056 464 7335,25373.43,80,114805.7,28,f,75.300
rec-2391-org,male,mikhaili,arvanitakis,2902,sydney,02 1619 5370,1202 7056 4640 7335,25373.43,80,114805.7,28,f,75.300
rec-2392-dup-0,,madison,marzhman,26q7,sydbey,,3449 8159 4942 7265,42312.30,39,71711.3,85,f,77.006
rec-2392-dup-1,female,madizon,marahman,2617,sydne6,,3449 8159 4942 72165,42312.30,39,71711.3,85,f,77.006
rec-2392-org,female,madison,marshman,2617,sydney,02 1552 6043,3449 8159 4942 7265,42312.30,39,71711.3,85,f,77.006
rec-2393-dup-0,,sophi,madera,2904,sydmey,,3943 6343 33627830,38226.66,90,74346.0,30,f,76.399
rec-2393-dup-1,,stophie,maders,2904,sytney,,3943 6343 3362 7830,38226.66,90,74346.0,30,f,76.399
rec-2393-org,male,sophie,madera,2904,sydney,02 8589 7303,3943 6343 3362 7830,38226.66,90,74346.0,30,f,76.399
rec-2394-dup-0,,finn,low,2902,,,9104 573 5390 2057,73406.55,88,132644.7,63,na,79.826
rec-2394-dup-1,,fin,low,29o2,perth,,9104 0573 5390 2057,73406.55,88,132644.7,63,na,79.826
rec-2394-org,male,finn,lowe,2902,perth,04 5163 2348,9104 0573 5390 2057,73406.55,88,132644.7,63,na,79.826
rec-2395-dup-0,,gabrielle,erbert,2904,brijbane,,3662 888 6 4217 7406,61859.28,31,165866.8,98,f,78.079
rec-2395-org,female,gabrielle,herbert,2904,brisbane,02 9873 9854,3662 8886 4217 7406,61859.28,31,165866.8,98,f,78.079
rec-2396-org,female,riley,shepherd,2601,sydney,03 8602 2966,2927 1756 8100 3744,45651.39,82,48888.4,95,m,80.641
rec-2397-dup-0,male,ckayla,fair,2604,melborne,,1860 26789 4809 7114,17793.61,23,65308.3,103,m,79.564
rec-2397-org,male,kayla,fair,2605,melbourne,08 3086 6025,1860 6789 4809 7114,17793.61,23,65308.3,103,m,79.564
rec-2398-org,male,kayla,parr,2615,perth,07 8167 0302,5211 0739 2959 7282,67248.39,63,64123.8,75,m,81.269
rec-2399-dup-0,,hamnah,brakt,2616,melbourne,,0440 0461 2557 2453,37059.70,95,157432.6,77,f,78.545
rec-2399-org,male,hannah,bracht,2615,melbourne,08 9283 8343,0440 0461 2557 2453,37059.70,95,157432.6,77,f,78.545
rec-2400-org,male,danika,tennent,2905,melbourne,03 2713 1959,0286 6418 8134 3940,58069.05,9,111175.3,98,f,78.762
rec-2401-dup-0,,adela,blakney,2614,sydny,04 0141 3312,1833 6148 500 2190,55162.04,82,35860.2,122,f,72.619
rec-2401-dup-1,,ade|a,blackney,2614,sydnry,,1833 6148 5003 2190,55162.04,82,35860.2,21,f,72.619
rec-2401-org,female,adela,blackney,2614,sydney,04 0141 3312,1833 6148 5003 2190,55162.04,82,35860.2,12,f,72.619
rec-2402-org,male,rachael,lombardi,2606,melbourne,07 5022 7062,1031 3423 3152 0663,27828.21,78,73184.7,67,m,78.126
rec-2403-dup-0,,stonja,bishop,2621,brizbane,03 4807 2333,3161 7395 815 4482,34556.24,115,57900.7,88,m,75.870
rec-2403-dup-1,,jonja,bisop,2611,brisbane,,3161 7395 815 4482,34556.24,115,57900.7,88,m,75.870
rec-2403-org,female,sonja,bishop,2611,brisbane,03 4807 2333,3161 7395 8615 4482,34556.24,115,57900.7,88,m,75.870
rec-2404-org,male,montanna,ryan,2902,melbourne,03 0083 4271,6068 0680 2522 8299,41810.02,97,54934.8,82,na,78.367
rec-2405-dup-0,,pethany,kajda,2602,stydney,,9731 7727 1344 3707,61630.08,102,35835.7,84,m,77.395
rec-2405-org,female,bethany,gajda,2602,sydney,02 6049 3814,9731 7727 1344 3707,61630.08,102,35835.7,84,m,77.395
rec-2406-dup-0,female,stehpanie,bailie,2905,sydney,,8654 6233 41015 4303,16667.48,51,191646.0,10,f,79.157
rec-2406-dup-1,female,stephajie,bajllie,2905,sydny,,8654 6233 1015 4303,16667.48,51,191646.0,011,f,79.157
rec-2406-dup-2,female,stefanie,paillie,2905,sydney,,8654 6233 10154303,16667.48,51,191646.0,106,f,79.157
rec-2406-org,female,stephanie,baillie,2905,sydney,07 4242 2529,8654 6233 1015 4303,16667.48,51,191646.0,101,f,79.157
rec-2407-dup-0,,ellat,blacke,2607,peahth,08 7053 2039,4425 26029274 2518,73152.74,21,32406.0,32,m,79.485
rec-2407-org,male,ella,blake,2607,perth,08 7053 2039,4425 2602 9274 2518,73152.74,21,32406.0,32,m,79.485
rec-2408-dup-0,,tuskany,philpj,2t07,perth,,6885 2505 4375 8544,47647.26,48,83302.8,27,na,75.775
rec-2408-org,female,tuscany,philps,2607,perth,08 2963 7453,6885 2505 4375 8544,47647.26,48,83302.8,27,na,75.775
rec-2409-org,female,reganne,scheerlinck,2612,sydney,08 7085 8806,2992 2757 5991 4058,45469.59,77,50700.4,53,na,78.616
rec-2410-dup-0,,tlexandra,leaveah,2904,melboyrne,,3961 8562 3301 8704,75558.72,47,83147.5,92,na,85.213
rec-2410-org,male,alexandra,leaver,2904,melbourne,07 1991 8441,3961 8562 3301 8704,75558.72,47,83147.5,92,na,85.213
rec-2411-dup-0,,felikity,whide,2902,jydney,,1172 3218 8235 6769,34743.26,49,82854.9,11,f,67.989
rec-2411-dup-1,,felicity,wite,2992,sydney,04 5213 4636,1172 3218 8235 67649,34743.26,49,82854.9,71,f,67.989
rec-2411-dup-2,,feliciti,white,2902,sydneyo,,1172 3218 8235 6769,34743.26,49,82854.9,1,f,67.989
rec-2411-org,male,felicity,white,2902,sydney,04 5213 4636,1172 3218 8235 6769,34743.26,49,82854.9,11,f,67.989
rec-2412-org,female,mia,zimmermann,2614,canberra,03 8239 5190,1134 5777 4906 5451,75066.72,107,205858.0,25,f,74.055
rec-2413-org,male,natalia,mullin,2900,sydney,04 4358 0525,8766 5003 9529 9797,52487.48,51,229644.7,91,f,76.961
rec-2414-dup-0,male,bedhany,harbottle,2617,sydnei,,2849 1798 5906  5573,23962.44,97,17341.7,1704,na,73.865
rec-2414-dup-1,male,bedhany,harbotle,2617,sytney,,2849 1798 5906 5573,23962.44,97,17341.7,1004,na,73.865
rec-2414-dup-2,,bethay,hrbottle,2617,sydney,,2849 61798 5906 5573,23962.44,97,17341.7,104,na,73.865
rec-2414-org,male,bethany,harbottle,2617,sydney,02 0931 4863,2849 1798 5906 5573,23962.44,97,17341.7,104,na,73.865
rec-2415-dup-0,male,charl8,pakewell,2715,melbourne,,3931 9538 745 0058,76635.12,90,68763.4,88,m,80.059
rec-2415-dup-1,,charli,bakewel,2615,melboufne,07 5370 0333,3931 538 7845 0058,76635.12,90,68763.4,588,m,80.059
rec-2415-org,male,charli,bakewell,2615,melbourne,07 5370 0333,3931 9538 7845 0058,76635.12,90,68763.4,88,m,80.059
rec-2416-dup-0,,alyjsa,kreen,2624,perth,,0450 4083 6409 2956,51503.90,43,103226.1,60,na,67.941
rec-2416-dup-1,,alyssa,kreen,2y14,perth,,0450 4083 64059 2956,51503.90,43,103226.1,60,na,67.941
rec-2416-dup-2,,alystsa,green,missing,perth,,0450 4083 6 409 2956,51503.90,43,103226.1,60,na,67.941
rec-2416-org,male,alyssa,green,2614,perth,08 5721 8779,0450 4083 6409 2956,51503.90,43,103226.1,60,na,67.941
rec-2417-dup-0,,abby,tifcin,2604,melbourne,,7373 7993 364 0043,42596.33,111,10868.0,82,na,76.104
rec-2417-dup-1,,abbei,tifin,2604,meobourne,,7373 7993 3464 0043,42596.33,111,10868.0,82,na,76.104
rec-2417-org,male,abbey,tiffin,2604,melbourne,04 6413 0875,7373 7993 3464 0043,42596.33,111,10868.0,82,na,76.104
rec-2418-dup-0,,mikatla,laverti,2905,sydney,,7237 9067 58635 3830,25084.85,65,121056.6,102,f,69.764
rec-2418-dup-1,,mikayla,laverdy,2905,sydne7,,7237 9067 5835 83830,25084.85,65,121056.6,102,f,69.764
rec-2418-dup-2,female,miknayla,laverti,2905,sytney,,7237 9067 5835 3830,25084.85,65,121056.6,02,f,69.764
rec-2418-org,female,mikayla,laverty,2905,sydney,03 8834 5272,7237 9067 5835 3830,25084.85,65,121056.6,102,f,69.764
rec-2419-dup-0,male,shleby,stepherison,2615,sydnsy,,7882 2440 3841 9538,32935.04,49,29222.4,1024,m,82.298
rec-2419-org,male,shelby,stephenson,2615,sydney,04 0819 7278,7882 2440 3841 9538,32935.04,49,29222.4,102,m,82.298
rec-2420-dup-0,female,ckatelin,reicl,missing,brisnane,,7934 4265 5527 3804,44424.22,67,111710.0,106,na,74.118
rec-2420-dup-1,,katelin,rid,missing,brizbane,04 0160 2920,7934 4265 5527 804,44424.22,67,111710.0,106,na,74.118
rec-2420-org,female,katelin,reid,2603,brisbane,04 0160 2920,7934 4265 5527 3804,44424.22,67,111710.0,106,na,74.118
rec-2421-dup-0,,matdison,ryari,2t02,melbourn,02 4587 9131,8985 4896 0308 7040,63875.58,34,77656.9,83,m,78.012
rec-2421-org,male,maddison,ryan,2602,melbourne,02 4587 9131,8985 4896 0308 7040,63875.58,34,77656.9,83,m,78.012
rec-2422-dup-0,,indya,mineto,29p4,perth,,1385 6578 9769 8987,57812.91,29,159455.7,90,f,69.492
rec-2422-org,female,india,minero,2904,perth,08 2308 2211,1385 6578 9769 8987,57812.91,29,159455.7,90,f,69.492
rec-2423-dup-0,,semima,ckowald,missing,perth,04 0392 9322,5835 1796 79 37 1835,62117.16,99,94347.3,38,f,75.956
rec-2423-org,male,jemima,kowald,2611,perth,04 0392 9322,5835 1796 7937 1835,62117.16,99,94347.3,38,f,75.956
rec-2424-dup-0,male,yfinn,wite,2607,melborne,,0037 7338 4789 9008,24482.14,91,100617.7,147,f,72.452
rec-2424-dup-1,,finn,hite,missing,melbourn,08 3118 3033,0037 7338 47895 9008,24482.14,91,100617.7,14,f,72.452
rec-2424-org,male,finn,white,2607,melbourne,08 3118 3033,0037 7338 4789 9008,24482.14,91,100617.7,14,f,72.452
rec-2425-org,female,charlotte,tennent,2604,canberra,07 3416 0148,6864 8573 9166 9718,60224.00,51,108993.9,59,f,73.355
rec-2426-org,male,gabriella,ryan,2602,melbourne,04 9118 3681,5246 0958 3569 2737,27393.56,15,96774.5,72,na,79.280
rec-2427-dup-0,male,sopie,royl,2602,sydny,,3655 8869 48345 2856,59677.57,60,92791.7,100,f,72.659
rec-2427-org,male,sophie,royle,2602,sydney,03 3816 0330,3655 8869 4845 2856,59677.57,60,92791.7,100,f,72.659
rec-2428-dup-0,,naomi,bowerman,29o3,melboutne,,9119 8936 673 5636,89750.53,112,31943.2,16,na,81.083
rec-2428-org,male,naomi,bowerman,2903,melbourne,02 6954 0859,9119 8936 6736 5636,89750.53,112,31943.2,16,na,81.083
rec-2429-org,female,chloe,garcia,2606,sydney,04 1740 3188,4735 4136 7334 1129,25658.76,4,85504.4,70,na,75.941
rec-2430-dup-0,,jessica,wahg,2609,perth,,1475 6315 818 0499,77906.54,61,69563.2,60,m,67.604
rec-2430-dup-1,,sessica,wang,2600,pefth,04 2564 1098,1475 6315 81828 0499,77906.54,61,69563.2,06,m,67.604
rec-2430-org,male,jessica,wang,2600,perth,04 2564 1098,1475 6315 8188 0499,77906.54,61,69563.2,60,m,67.604
rec-2431-dup-0,male,ami,hanett,260w,zydney,,7893 7204 6940 9847,64385.36,37,62321.8,46,m,76.190
rec-2431-dup-1,,ami,hannet,2693,sydney,,7893 7204 6940 9847,64385.36,37,62321.8,46,m,76.190
rec-2431-dup-2,male,amy,hannedt,2603,sydny,,7893 7204 69409847,64385.36,37,62321.8,64,m,76.190
rec-2431-org,male,amy,hannett,2603,sydney,03 5099 1793,7893 7204 6940 9847,64385.36,37,62321.8,46,m,76.190
rec-2432-dup-0,,olivya,gibbert,26q7,sydney,08 3395 9750,2399 6607 824 0928,63224.66,61,58212.8,18,m,78.028
rec-2432-dup-1,,olivya,gibbett,2616,sydney,,2399 6607 8284 0928,63224.66,61,58212.8,81,m,78.028
rec-2432-org,male,olivia,gibbett,2617,sydney,08 3395 9750,2399 6607 8284 0928,63224.66,61,58212.8,18,m,78.028
rec-2433-org,female,alicia,reid,2615,sydney,02 8624 5066,2566 3329 7971 5475,15665.51,24,168334.9,33,f,71.280
rec-2434-org,male,annabel,sadauskas,2603,sydney,07 8290 2242,3774 6729 2775 4456,35851.15,69,126737.8,16,na,78.349
rec-2435-dup-0,male,emna,lavendeah,2617,melpourne,08 7343 3013,2073 76953 4891 5195,42040.87,17,29203.7,152,f,87.267
rec-2435-dup-1,,ema,laventer,2616,melbourne,08 7343 3013,2073 7653 48991 5195,42040.87,17,29203.7,102,f,87.267
rec-2435-org,male,emma,lavender,2617,melbourne,08 7343 3013,2073 7653 4891 5195,42040.87,17,29203.7,102,f,87.267
rec-2436-dup-0,female,stephanle,deblastio,261r,canberra,,2643 0596 9543 1015,32014.01,11,22187.9,03,f,75.614
rec-2436-dup-1,female,ztephanie,teblasio,missing,canberra,,2643 0596 943 1015,32014.01,11,22187.9,30,f,75.614
rec-2436-dup-2,,stephani,deblajio,2614,canberra,,2643 0596 543 1015,32014.01,11,22187.9,30,f,75.614
rec-2436-org,female,stephanie,deblasio,2614,canberra,07 8556 0589,2643 0596 9543 1015,32014.01,11,22187.9,30,f,75.614
rec-2437-dup-0,,desy,paterston,2603,sydney,07 8512 8328,1754 1533 822 0466,43003.19,10,12314.7,16,na,77.999
rec-2437-org,female,desi,paterson,2603,sydney,07 8512 8328,1754 1533 8224 0466,43003.19,10,12314.7,36,na,77.999
rec-2438-org,female,evangelia,campbell,2603,perth,03 8396 1141,2317 7198 0072 3902,44147.88,89,57428.5,96,m,72.968
rec-2439-dup-0,,adryana,beamz,2602,jydney,,1317 0738 4836 4146,55198.39,109,50028.5,42,m,81.389
rec-2439-org,female,adriana,beams,2602,sydney,04 1688 3900,1317 0738 4836 4146,55198.39,109,50028.5,42,m,81.389
rec-2440-org,female,brianna,white,2905,canberra,08 3573 4809,6902 6054 4836 4610,68616.26,107,36838.1,12,m,79.155
rec-2441-dup-0,male,xelby,fimpany,missing,,04 1344 1305,3686 88768 4915 4855,41540.15,99,50845.1,35,m,74.577
rec-2441-org,male,shelby,vimpany,2606,sydney,04 1344 1305,3686 8868 4915 4855,41540.15,99,50845.1,35,m,74.577
rec-2442-dup-0,,fijn,mataz,2617,,,7697 6938 7211 2297,52262.11,113,124938.9,54,na,73.683
rec-2442-dup-1,female,fibn,mataj,261u,sydney,,7697 693 7211 2297,52262.11,113,124938.9,5,na,73.683
rec-2442-dup-2,female,fin,matas,2627,sydney,,7697 6938 7211 2297,52262.11,113,124938.9,4,na,73.683
rec-2442-org,female,finn,mataj,2617,sydney,04 4079 0156,7697 6938 7211 2297,52262.11,113,124938.9,54,na,73.683
rec-2443-org,female,anari,lowe,2614,melbourne,02 3154 7591,4546 9862 4761 2866,48327.80,25,185188.4,109,f,75.517
rec-2444-dup-0,,jacqueline,clarcke,2604,brisbne,,1400 4974 02897 1975,25039.16,93,14220.2,57,f,73.721
rec-2444-dup-1,,jcaqueline,claahke,2694,brisbane,,1400 4974 0297 1975,25039.16,93,14220.2,57,f,73.721
